id,original_title,tags,vote_average,release_date
52520,Underworld: Awakening,"Underworld: Awakening After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all. Fantasy Action Horror vampire daughter hybrid child vampire werewolf imax lab experiment werewolf child fang vamp",6.1,2012-01-19
80585,Rock of Ages,"Rock of Ages A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams. Comedy Drama Music Romance musical rocker teenager young love rock sta",6.0,2012-06-13
10592,Hart's War,"Hart's War Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country. Drama War black people world war ii prisoners of war u.s. army war escape tribunal trial soldier military tribunal xenophobia",5.9,2002-02-15
49021,Killer Elite,"Killer Elite Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey. Action Adventure Thriller rescue",6.1,2011-09-23
11535,Rollerball,"Rollerball From the director of Die Hard comes this high-octane thriller that roars along at a breakneck pace (Los Angeles Times)! Starring Chris Klein (American Pie), Jean Reno (Ronin), LL Cool J (Charlie's Angels) and Rebecca Romijn-Stamos (X-Men), Rollerball goes full-throttle with excitement from its death-defying opening until its explosive end! Jonathan Cross (Klein) is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar. But Cross life in the fast lane collides with reality when he learns that the league's owner (Reno) is orchestrating serious on-court accidents to boost ratings. Now Cross plans to take down the owner and his ruthless sport before the game puts an end to him! Action Science Fiction Thriller manager arena dystopia wrestling sport roller-skating motorcycle racing rollerskating future sport",3.4,2002-02-08
10550,Ballistic: Ecks vs. Sever,"Ballistic: Ecks vs. Sever Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will. Action Adventure Thriller loss of family enemy adversary agent",4.3,2002-09-20
11258,Hard Rain,"Hard Rain Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics. Thriller sheriff rain evacuation armored car crook hoodlum",5.5,1998-01-16
12610,Osmosis Jones,"Osmosis Jones A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank. Adventure Animation Action Comedy Family cold flu lethal virus construction worker",5.9,2001-08-07
59981,Legends of Oz: Dorothy's Return,"Legends of Oz: Dorothy's Return Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City. Animation Music Family ",5.9,2013-06-13
201088,Blackhat,Blackhat A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong. Crime Drama Mystery terrorist technology anti hero hacker computer virus national security agency (nsa) race against time computer malaysia nuclear power plant suspense betrayal conspiracy on the run fugitive shootout hacking terrorism cat and mouse one against many computer hacker no opening credits terrorist plot stock exchange cybercrime cyber terrorism chinese military cyber terrorist cyber thriller,5.1,2015-01-13
5137,Sky Captain and the World of Tomorrow,"Sky Captain and the World of Tomorrow When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots. Mystery Action Thriller Science Fiction Adventure london england himalaya journalist killer robot computer war robot",5.7,2004-09-17
3093,Basic Instinct 2,"Basic Instinct 2 Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game. Crime Mystery Thriller male nudity sex legs soho london playing god jacuzzi",4.6,2006-03-29
107846,Escape Plan,"Escape Plan Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars. Action Thriller prison muslim ship mystery science fiction escape crime prison escape cia agent",6.7,2013-10-09
